PG.ProteinGroups	[1] 2408_UE_34-ORS-A1.raw.PG.Quantity	[2] 2408_UE_35-ORS-B1.raw.PG.Quantity	[3] 2408_UE_36-ORS-C1.raw.PG.Quantity	[4] 2408_UE_37-ORS-D1.raw.PG.Quantity	[5] 2408_UE_39-ORS-A2.raw.PG.Quantity	[6] 2408_UE_40-ORS-B2.raw.PG.Quantity	[7] 2408_UE_41-ORS-C2.raw.PG.Quantity	[8] 2408_UE_42-ORS-D2.raw.PG.Quantity	[9] 2408_UE_44-ORS-A3.raw.PG.Quantity	[10] 2408_UE_45-ORS-B3.raw.PG.Quantity	[11] 2408_UE_47-ORS-C3.raw.PG.Quantity	[12] 2408_UE_49-ORS-D3.raw.PG.Quantity
O43251	18858.435546875	19770.966796875	11732.607421875	15254.7890625	19763.177734375	7048.115234375	18930.345703125	17520.833984375	24062.689453125	11144.349609375	5798.8095703125	9773.1748046875
O43272	1896.90478515625	NaN	29524.3203125	NaN	598.6058959960938	2914.703369140625	21496.6953125	383.41973876953125	373.1249694824219	268.0483703613281	9494.3212890625	NaN
O43290	411.21807861328125	4657.33935546875	5684.119140625	NaN	3435.42333984375	6287.90185546875	15645.8115234375	NaN	5591.36962890625	31844.97265625	9690.6455078125	NaN
O43293	16221.3935546875	11544.7568359375	23503.115234375	NaN	38443.76171875	28549.109375	11418.2763671875	43588.8203125	28100.595703125	33998.52734375	251.54086303710938	21638.31640625
O43345	21395.572265625	35377.45703125	92367.8359375	53864.56640625	20988.125	43219.23828125	88089.75	65625.1796875	12319.826171875	37775.5	69163.4375	32657.119140625
O43395	1311.21923828125	8432.697265625	5632.93212890625	NaN	1561.66455078125	4794.6279296875	5911.033203125	5081.99755859375	7.942370891571045	7348.56787109375	1354.77490234375	NaN
O43482	1.0446147918701172	2373.180908203125	12288.2119140625	NaN	NaN	597.0704345703125	8313.3857421875	7887.37353515625	NaN	NaN	3707.505859375	NaN
O43615	13334.107421875	11104.041015625	12784.9658203125	5666.82958984375	10550.16015625	7280.8095703125	4456.091796875	9301.287109375	10027.95703125	3984.6318359375	12042.4443359375	NaN
O43660	17930.033203125	54616.37109375	42183.421875	60676.4375	26573.333984375	64309.625	47348.2421875	38801.57421875	21578.896484375	59402.3046875	35519.96484375	41535.85546875
O43681	1465.302734375	NaN	1442.4931640625	69214.5703125	1393.092041015625	635.5299682617188	53879.5703125	39498.08984375	11232.2861328125	62059.14453125	1074.655029296875	84279.09375
O43684	29475.31640625	33519.11328125	25107.056640625	9837.4794921875	29298.828125	24840.884765625	15832.85546875	23528.41015625	23856.701171875	12786.603515625	23239.669921875	NaN
O43707	84209.7265625	38095.58984375	53506.89453125	22050.697265625	86751.3359375	37238.50390625	49875.9375	33901.73046875	78000.984375	23938.234375	86779.875	25971.84375
O43772	194542.25	NaN	6838.75537109375	NaN	61254.99609375	NaN	1136.8587646484375	NaN	32975.5078125	NaN	3201.462646484375	NaN
O43795	14570.701171875	12225.837890625	12569.009765625	1841.129150390625	25563.302734375	9965.7939453125	18329.3984375	11217.583984375	16344.5126953125	12025.1259765625	15316.9052734375	6222.8017578125
O43818	39827.88671875	74026.4765625	57200.68359375	75735.015625	24722.2890625	52627.41796875	62805.38671875	130770.0234375	16782.515625	59743.4296875	57131.26953125	16733.455078125
O60231	10101.7646484375	14500.0107421875	13507.1591796875	7574.6396484375	1615.0079345703125	10369.947265625	3496.89697265625	23986.216796875	153.69334411621094	36678.29296875	6297.75146484375	15318.92578125
O60256;Q14558	8474.7392578125	12762.837890625	3429.219970703125	NaN	12817.537109375	8331.6318359375	NaN	NaN	NaN	NaN	2798.546875	NaN
O60264	22824.94140625	15925.2158203125	17214.58203125	14682.9658203125	25142.01953125	16220.0068359375	15463.4833984375	53513.59765625	11059.4990234375	11321.0390625	56150.359375	NaN
O60306	40576.765625	101996.5546875	68935.5078125	51081.24609375	40216.29296875	109327.90625	62367.734375	48849.03125	29346.87890625	114943.0078125	58660.203125	46712.6640625
O60341	58672.30078125	30796.650390625	41832.015625	41404.54296875	69056.15625	38018.6640625	41939.984375	59856.94140625	61571.94921875	33933.578125	32184.76171875	53652.765625
O60488	24748.40234375	13739.01953125	24192.017578125	NaN	37616.15625	21936.4921875	19718.580078125	5464.3388671875	25305.916015625	8199.2060546875	32222.064453125	17539.796875
O60506	43378.15234375	41870.2578125	35264.3671875	12559.8759765625	42889.9453125	36768.03125	25518.232421875	21161.42578125	30933.865234375	35976.7265625	34983.8359375	25781.171875
O60508	52041.96875	134454.78125	112546.609375	81344.765625	67679.8046875	183842.09375	110643.484375	74797.609375	53031.30859375	160073.6875	97080.6953125	53877.58984375
O60716	30507.244140625	16353.1064453125	21542.744140625	14727.9794921875	32432.013671875	17132.294921875	13027.90625	16364.802734375	22171.228515625	18639.458984375	27841.6875	8349.306640625
O60749	19894.279296875	8143.90966796875	7398.1123046875	NaN	23431.3671875	4098.8779296875	NaN	NaN	8995.685546875	NaN	15568.611328125	NaN
O60762	13223.3017578125	12774.90625	21556.341796875	3.472208023071289	12415.8759765625	6872.8232421875	15022.10546875	12.011945724487305	8040.76123046875	2646.89453125	5439.61865234375	11377.6123046875
O60814;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879;Q99880	679109.5	1309544.625	846801	2061605.875	508676.53125	752439.625	736423.75	2019094.75	535432.5	717820.6875	1119364.625	2114000
O60832	65109.984375	117030.4375	93661.9296875	104943.125	66666.140625	100996.3671875	69512.1484375	119921.0625	69337.96875	114350.71875	87462.4296875	142249.890625
O75083	69795.3203125	43608.7578125	33573.6796875	60493.07421875	56812.01171875	30755.81640625	35109.84375	20556.279296875	44543.0390625	42941.234375	26365.416015625	28947.556640625
O75127	17927.998046875	77960.1484375	57778.55078125	37544.08203125	11174.3466796875	69815.953125	34611.46484375	30322.103515625	14315.3203125	71400.1640625	29786.0234375	41007.62890625
O75131	166734.75	7632.35546875	150060.84375	579429.3125	10797.51171875	8205.673828125	12569.8193359375	2604.726318359375	3527.5224609375	2632.735107421875	1775.8253173828125	9886.6884765625
O75152	25206.109375	77633.1875	36288.2734375	32615.599609375	32170.978515625	74567.203125	35801.265625	35960.52734375	23235.880859375	74145.2734375	28701.73046875	31086.787109375
O75179	38225.44921875	39705.6640625	37351.8359375	24545.1015625	41732.40625	40741.6640625	24893.482421875	20333.51171875	36743.484375	32403.30078125	23793.142578125	24658.984375
O75190	327846.28125	99549.15625	115528.1484375	143083.46875	275139.78125	50843.46875	89551.3125	102888.5703125	253058.71875	79876.953125	62185.87109375	110718.1640625
O75251	15523.1513671875	14898.263671875	22250.0078125	NaN	10619.806640625	3359.03955078125	NaN	NaN	NaN	NaN	26148.12109375	NaN
O75306	8638.0185546875	3215.7890625	4470.84423828125	131108.140625	12.937429428100586	10978.0107421875	8785.212890625	17.10980987548828	14161.7548828125	13.422061920166016	11312.0283203125	NaN
O75367	15380.890625	29655.8203125	32645.197265625	11731.8818359375	4799.73876953125	14327.8857421875	31667.509765625	24308.56640625	9133.8876953125	18965.767578125	30312.546875	14114.822265625
O75369	80988.296875	38640.93359375	62054.8125	41768.015625	89386.6875	35341.48046875	62787.76953125	54478.73828125	69396.7109375	29503.3359375	109669.4453125	37237.71875
O75386	5951.22412109375	2926.169921875	2550.98876953125	6432.59814453125	5196.25732421875	4469.240234375	NaN	NaN	8836.9609375	NaN	4527.1435546875	NaN
O75400	75257.5078125	57166.94140625	42477.234375	24116.09375	78690.5	51880.93359375	37597.48828125	31672.666015625	68830.3203125	44886.37890625	43370.640625	34183.90234375
O75477	120751.0625	10715.130859375	16646.205078125	25740.9453125	84086.859375	5408.87255859375	8381.349609375	25553.79296875	96712.515625	4517.03857421875	8171.703125	25507.08984375
O75494	134115.515625	539647.6875	201091.40625	234544.953125	109510.2578125	330878.34375	146338.125	176017.8125	131894.3125	512358.09375	120337.2265625	300677.96875
O75521	129967.2265625	3377.9462890625	16850.572265625	NaN	144646.75	1617.61376953125	19055.19140625	10450.7041015625	133738.34375	1430.1158447265625	13071.7607421875	1767.046630859375
O75533	136320.421875	226670.6875	191447.203125	160256.546875	151733.984375	266907.25	209436.671875	195850.421875	139264.484375	307444.21875	226824.765625	142684.78125
O75534	37340.29296875	33525.4765625	13525.4853515625	9380.94140625	18052.5703125	17928.0390625	22.431169509887695	887.9634399414062	8977.576171875	3446.939208984375	5786.62060546875	NaN
O75569	51640.39453125	35305.82421875	18792.462890625	5580.23486328125	13527.259765625	17306.658203125	13301.36328125	31544.583984375	26028.646484375	24565.98828125	13470.2197265625	12583.53125
O75616	23643.0625	94697.1875	64895.51953125	64913.98046875	26050.091796875	130694.8125	72497.625	47238.85546875	31033.294921875	145539.34375	57096.546875	57090.26953125
O75643	166862.421875	295689.875	245096.640625	198149.75	181146.546875	373731.96875	245723.9375	194898.59375	169386.09375	376488.75	242704.296875	165913.5
O75683	33534.5390625	86920.1796875	57597.34375	88197.609375	25375.46875	79079.40625	63056.73046875	140120.71875	44413.1875	110386.78125	60542.50390625	71688.9765625
O75694	15141.7314453125	8566.7626953125	15511.34765625	12759.697265625	16646.4765625	7452.921875	4364.7724609375	11410.4404296875	3008.077880859375	6058.671875	16723.580078125	47711.30859375
O75787	15384.3330078125	6552.88330078125	12235.978515625	NaN	8507.365234375	926.53955078125	2529.92041015625	5538.37890625	10616.9921875	1532.000244140625	2712.765380859375	7856.24072265625
O75874	503021.96875	27465.923828125	87592.40625	73499.3515625	524718.25	33427.19921875	110171.078125	71418.9453125	523889.1875	37853.81640625	69152.3203125	69667.609375
O75934	5331.67919921875	24575.65625	24577.359375	2.8763365745544434	19986.08203125	29768.689453125	11588.6015625	14217.376953125	3015.33740234375	25365.06640625	9988.38671875	13852.5556640625
O75955	361148.6875	12059.9970703125	38050.7421875	80996.03125	300236.9375	23710.162109375	40254.2578125	63141.96484375	262274.21875	23914.404296875	32411.080078125	69599.1015625
O76021	30143.89453125	85075.1796875	55729.4296875	102738.5625	33016.74609375	66784.5234375	45080.41015625	189611.40625	16341.27734375	68986.1796875	109676.6015625	62527.25390625
O76031	10336778	12953646	9576021	14430717	9901107	11279836	8498963	12631860	8610182	10796756	6796111.5	17167218
O76094	48.37375259399414	22527.427734375	15208.115234375	93.1351089477539	7571.9208984375	5517.8408203125	24031.375	384.70928955078125	1753.556884765625	7630.97607421875	249.84185791015625	4820.146484375
O94901	160319.9375	24893.43359375	24141.91796875	61199.48828125	44990.9375	38782.83203125	18440.408203125	53967.203125	110607.171875	105740.625	37572.5546875	30763.912109375
O94905	346610.09375	28822.20703125	57562.50390625	133012.46875	350238.625	33994.203125	64513.18359375	98724.546875	332212.90625	43838.65625	46710.97265625	96555.3671875
O94906	15761.40234375	21817.21875	16458.58203125	1475.5811767578125	6747.06396484375	11151.23046875	11993.3876953125	10755.216796875	5121.95263671875	10515.2158203125	11788.12890625	7263.73974609375
O95049	29730.021484375	8393.1767578125	22281.966796875	89332.7734375	15325.21484375	8943.7275390625	28269.30078125	23635.787109375	8809.716796875	3917.389404296875	10843.498046875	21828.791015625
O95219	187464	5689.78466796875	21619.154296875	14741.5380859375	140937.8125	4986.43017578125	19889.04296875	13508.5390625	124708.2421875	5257.828125	15261.5126953125	14061.8125
O95232	11605.265625	40880.4453125	15244.033203125	NaN	6823.78076171875	29156.869140625	8777.33203125	7135.4921875	6035.66357421875	277.2362365722656	7237.22265625	NaN
O95235	8708.57421875	10590.302734375	11429.81640625	NaN	6549.728515625	11094.94921875	NaN	NaN	2.885683536529541	17278.05859375	8463.115234375	NaN
O95391	5310.3017578125	101633.46875	40562.68359375	850.6561279296875	7374.08544921875	38868.7890625	25493.189453125	2232.9208984375	8913.9248046875	22948.990234375	9939.5	2394.9287109375
O95436	19289.5078125	15382.095703125	15804.5537109375	9622.7998046875	15972.33203125	12007.5029296875	8439.6708984375	NaN	35051.52734375	25683.40625	8711.25390625	13105.203125
O95453	17983.173828125	26936.900390625	13788.13671875	4498.22607421875	8266.072265625	21482.482421875	35325.69921875	53286.171875	3040.441650390625	2035.7193603515625	27075.052734375	NaN
O95478	110920.4375	322317.96875	246903.359375	328721.125	66314.9453125	230102.53125	109474.8046875	356861.375	66702.71875	100795.5234375	201079.765625	159081.640625
O95613	34716.4453125	13713.1787109375	25045.181640625	10167.9560546875	26320.337890625	4594.83203125	21012.359375	26919.775390625	16442.2109375	NaN	22477.494140625	4647.76123046875
O95714	200709.921875	104601.671875	160922.578125	158822.171875	253382.171875	107817.4296875	170411.828125	111407.4921875	200794.34375	67516.0234375	86469.921875	110712.7109375
O95758	7177.7265625	19582.794921875	18235.857421875	23814.294921875	6718.0634765625	18010.55859375	13318.4423828125	16537.05859375	11841.9248046875	17177.22265625	14457.3125	18587.380859375
O95782	12959.0810546875	8670.25	7792.58154296875	NaN	12481.130859375	8155.13818359375	6977.99951171875	7352.080078125	13665.8076171875	7559.00341796875	9127.185546875	5029.64013671875
O95816	33193.78515625	16175.90234375	28759.16796875	14353.7412109375	11087.814453125	3464.337890625	26230.4765625	6950.2265625	21197.875	10331.12109375	9975.0244140625	8625.275390625
O95831	80689.8203125	37460.53515625	53881.890625	50681.06640625	83090.1328125	45014.67578125	47439.390625	57003.9375	67305.6171875	34851.5859375	61569.625	60077.8671875
O95864	9618.248046875	31253.310546875	13880.06640625	NaN	12340.015625	19587.19140625	3438.155517578125	6486.072265625	NaN	7268.44970703125	16751.529296875	NaN
O95900	27562.814453125	46259.50390625	29558.923828125	32262.5078125	11195.7119140625	27138.15625	33225.40625	29582.013671875	12924.2529296875	42200.76953125	11141.7333984375	63157.7109375
O95926	9048.0185546875	28783.736328125	12595.158203125	28129.0234375	13291.62890625	21264.279296875	23578.025390625	20572.21484375	13920.83984375	24070.591796875	9190.365234375	283.2596435546875
P00338	285839.0625	165363.640625	212154.046875	113050.5546875	266823.09375	169805.46875	219320.296875	105319.265625	279383.875	158524.546875	319332.25	84200.96875
P00387	10692.955078125	2281.0791015625	2280.957275390625	10440.6669921875	4290.455078125	3309.649169921875	NaN	NaN	8244.599609375	4875.2685546875	5297.376953125	5343.7666015625
P00390	6733.4248046875	5722.66552734375	7784.314453125	NaN	5995.12548828125	6751.197265625	2422.450927734375	NaN	NaN	2.095517635345459	4946.36865234375	NaN
P00403	18875.12109375	28369.609375	27830.03515625	19841.861328125	13579.18359375	25118.91796875	22644.572265625	11702.50390625	12053.3115234375	29458.876953125	35454.74609375	21635.0859375
P00491	16934.14453125	115129.1953125	61554.96484375	22807.216796875	13990.1064453125	80517.265625	53869.1015625	16064.3408203125	9717.3564453125	112725.4765625	34174.07421875	20989.689453125
P00505	70527.2109375	43281.4921875	38417.0625	23920.228515625	50387.3828125	31926.791015625	24574.8046875	19763.634765625	45295.3671875	28680.15234375	50383.01953125	28206.537109375
P00558	62765.703125	38271.62109375	33761.95703125	24163.458984375	55290.30078125	26735.4140625	37478.02734375	41162.703125	46251.57421875	27808.16015625	64335.578125	21925.939453125
P01111;P01116	30477.939453125	47881.36328125	43687.6171875	15155.212890625	7852.669921875	18511.001953125	28661.2109375	16472.728515625	14844.9736328125	7232.79833984375	37661.69921875	174.9232177734375
P01857;P0DOX5	204462.40625	111329.9140625	104386.859375	913462.0625	39730.50390625	55232.16015625	5355012	5003559.5	991168.625	4017649.75	45520.8828125	7100679.5
P02533	385705.375	389041.84375	197114.78125	440360.71875	493974.84375	554010.25	469509.1875	290101.3125	429295.3125	186871.8125	144085.640625	624757.625
P02545	185411.328125	10028.6572265625	14110.5859375	27456.802734375	31110.0390625	6223.89599609375	1838.4737548828125	24870.388671875	148344.6875	1291.7720947265625	25556.078125	12702.8232421875
P02751	14427.7861328125	10780.5419921875	12844.3095703125	8975.966796875	17480.2890625	8688.4404296875	15472.5048828125	4473.70556640625	16421.224609375	8625.73828125	7182.8447265625	11723.0458984375
P02786	74411.3828125	29695.25	27555.544921875	10194.171875	75367.4453125	18698.69140625	16492.353515625	15071.291015625	50982.3828125	17119.9375	46505.0859375	15454.365234375
P04004	4788.09765625	2817.230224609375	883.77001953125	2.020552158355713	824.9207763671875	1.0435614585876465	1893.5804443359375	1584.3421630859375	5511.40185546875	2267.912353515625	1816.2374267578125	NaN
P04040	9714.583984375	3881.1142578125	10615.873046875	4156.1904296875	26077.3359375	6811.36474609375	NaN	NaN	22931.083984375	NaN	3746.710205078125	5564.85009765625
P04066	5672.71875	3551.837890625	5404.974609375	NaN	8314.142578125	1335.118408203125	3068.612548828125	1.7778760194778442	4276.59521484375	1703.592529296875	2201.260009765625	955.4780883789062
P04181	72584.3203125	63608.69140625	76021.25	40058.02734375	62436.328125	57889.75	63482.12109375	38582.33984375	62293.484375	57958.734375	71576.3671875	23956.33984375
P04216	161996.703125	23086.779296875	46750.27734375	69711.9765625	115552.6875	9901.8994140625	26615.625	93169.484375	115481.6171875	10727.44140625	18332.310546875	117618.171875
P04259	912050.0625	573177.625	472558.03125	563698.3125	1103151.25	1129825	905236.6875	340925.46875	1424798	668833.1875	285292.125	552331.1875
P04264	3109370.75	2380297	1422111.125	5817973.5	2297016.25	4532200.5	3073983.25	1161005.375	3876890.25	999184.5625	1014434.8125	5565855.5
P04350	115950.0625	76708.125	38174.14453125	193.83372497558594	61279.6640625	31323.2265625	20163.1484375	34172.3671875	12600.763671875	479.3519287109375	7420.908203125	14863.0966796875
P04792	141668.375	94612.0234375	92648.6015625	81869.5703125	145072.796875	93946.484375	56848.81640625	53728.3515625	100403.921875	46338.375	53223.31640625	73090.3671875
P04843	39647.40234375	28332.04296875	25769.298828125	11014.443359375	32114.419921875	19624.96875	24974.091796875	26941.78515625	29050.388671875	19815.767578125	45086.04296875	14542.369140625
P04844	37304.0390625	24825.048828125	30174.509765625	12727.3310546875	33140.20703125	19527.767578125	27970.818359375	19029.08984375	38746.9140625	20962.64453125	50223.453125	10887.5361328125
P04899	203983.390625	27444.07421875	38151.95703125	58062.64453125	168109.765625	17586.98828125	35877.70703125	64211.8203125	120193.125	16435.94921875	42745.5234375	66458.53125
P04908;Q7L7L0	727560.5625	1405342.25	1246853.5	2918388.5	642205.375	996621.0625	1746353	3103595.75	772243.6875	1249480.125	1093448.375	3137290.75
P04920	992.5493774414062	3478.555419921875	1658.7310791015625	NaN	2133.54443359375	5626.4755859375	NaN	NaN	913.7682495117188	NaN	NaN	NaN
P05023	316639.65625	90238.1015625	104698.3359375	111399.5625	370772.1875	85458.296875	111764.8984375	106252.3828125	295366.90625	87622.6015625	149657.578125	126177.734375
P05089	51007.0078125	30986.99609375	18148.765625	73919.296875	35047.62109375	48723.35546875	NaN	NaN	6635.978515625	NaN	NaN	60752.85546875
P05091	34107.0703125	17898.18359375	26161.388671875	7903.68310546875	36776.55078125	21859.318359375	6401.06884765625	153.46934509277344	12585.9609375	6481.35107421875	11894.5302734375	9264.6181640625
P05186	1274032.625	214413.234375	285680.71875	581329.5	1223063.125	124322.7890625	261328.203125	450594.125	1260330.375	219797.109375	115351.8359375	827903.5
P05187	21243284	4207496	3969723.25	7621986.5	20359618	2770285.25	3632640.5	5802281.5	21931216	3600104.5	2137415.75	11341062
P05198	9192.484375	7847.90771484375	7903.2958984375	NaN	13999.3037109375	19490.673828125	NaN	NaN	3142.031982421875	1085387.875	23967.123046875	NaN
P05386	39487.7578125	69423.1328125	78204.3125	48213.66796875	37444.26171875	89257.921875	58963.62890625	63241.53515625	48864.5	73180.78125	47484.09765625	69413.9296875
P05387	33816.77734375	76107.7578125	30974.49609375	6984.87158203125	44336.89453125	34569.1953125	31387.119140625	21617.18359375	24952.595703125	59913.58984375	37745.33203125	12449.533203125
P05388	208387.125	650234.0625	344427.71875	412787.53125	217381.015625	416465.53125	329165.625	376617.53125	261296.640625	561002.6875	224178.5	493813.875
P05783	1293698	1454498.5	2822031	2538524.75	889950.125	709019	3858458.5	2502106.75	1481065.5	1171036.125	2183204.75	2060419
P05787	3013617	3164880.25	5832192	4306924	1862839.875	1548798.625	6975614	4207779.5	2890159	2061141.25	4485495.5	3979528.5
P06733	876566.375	523945.65625	449254.28125	430067.6875	779804.375	418031.15625	450335.84375	447133.625	753931.625	517997.8125	601531.8125	450755.25
P06744	18948.365234375	22253.51953125	14627.484375	NaN	19539.3359375	17062.931640625	8824.1123046875	8943.794921875	12687.771484375	9.585943222045898	8168.72265625	NaN
P07195	538871.75	259069.6875	273518.28125	282910.40625	529637.6875	281043.78125	361739.84375	236008.359375	672445.1875	343326.0625	430573.25	197055.8125
P07237	52800.07421875	34679.05859375	31331.857421875	24637.833984375	45875.12890625	19117.052734375	23716.7421875	41322.08984375	42838.453125	30236.16796875	36966.9453125	25098.28125
P07339	27653.2265625	15606.6962890625	14293.7265625	11685.80078125	17292.955078125	9502.3408203125	11191.5283203125	14567.017578125	16128.294921875	11229.705078125	9468.3779296875	16961.953125
P07355	154331.3125	40030.21484375	30181.37890625	39658.3359375	185838.1875	65514.54296875	158647.484375	50115.4453125	53813.6484375	3161.031494140625	38644.77734375	59845.18359375
P07384	1948.5155029296875	3315.319580078125	2987.27001953125	30372.509765625	3324.73828125	1946.5989990234375	2770.85400390625	878.1954956054688	3116.6513671875	926.121826171875	6520.77392578125	2.3294026851654053
P07477	602826.6875	486683.0625	338909.78125	553490.75	116282.0703125	590867.875	477442.625	70683.1875	306421.78125	274538.4375	28285.025390625	300996.53125
P07737	210355.78125	104306.7734375	84020.7734375	64205.40234375	177635.84375	73049.7890625	94239.03125	87340.6484375	177879.921875	94158.5546875	232082.0625	66600.5390625
P07814	10202.6435546875	4811.951171875	6270.1533203125	5541.369140625	10439.83203125	5074.6162109375	8345.6376953125	6102.47265625	8826.005859375	4957.46875	20721.970703125	12707.4130859375
P07910	1846544.125	5751254	3653173.5	6184446.5	1617481.375	4008091	3342720.25	4689104.5	1858799.375	4971387	2308137.5	5909708.5
P07947	49127.57421875	7619.12353515625	12755.9072265625	6172.07275390625	49802.015625	8336.65234375	14912.21875	11808.375	30436.64453125	10217.4365234375	11849.1640625	7533.2451171875
P07948	146144.78125	2315.094482421875	20231.787109375	3936.972900390625	127850.7265625	4123.56103515625	2373.291748046875	21092.666015625	504.90423583984375	109.28108978271484	342.0257263183594	NaN
P08133	179889.9375	45460.3671875	42567.95703125	57432.3359375	148724.15625	23537.177734375	27415.359375	141780.421875	100028.3515625	35706.04296875	48926.578125	57031.734375
P08174	63221.796875	NaN	NaN	11191.0625	63873.85546875	NaN	NaN	7019.4697265625	47256.51953125	NaN	1487.02685546875	21564.4765625
P08238	741761.375	486230.78125	470284.5	371350.59375	679186.625	438556.125	576967.3125	496539.34375	710893.25	576353.8125	855319.625	374016.125
P08582	79955.4140625	NaN	5204.30224609375	12094.705078125	52966.96875	6355.376953125	NaN	36.59886169433594	18842.9453125	6.814626216888428	4.57527494430542	3123.7470703125
P08621	105609.578125	183242.328125	83535.0546875	109248.90625	107587.25	99189.5	89983.5390625	118432.3046875	52517.734375	177505.859375	94541.1328125	91932.4296875
P08670	27525.91015625	16234.373046875	44090.078125	29770.458984375	6402.01806640625	7524.9638671875	37599.41015625	29452.494140625	13414.57421875	7433.43310546875	29448.572265625	19868.578125
P08708	22170.119140625	20562.25390625	17991.951171875	12089.5703125	11977.9169921875	17219.658203125	14263.505859375	8151.1328125	12756.60546875	16710.453125	14374.583984375	3529.0478515625
P08727	412041.28125	291329.875	659060.5	344692.53125	223993.859375	120155.1171875	705537.6875	363659.28125	297755.9375	173068.65625	430743.875	347817.59375
P08729	41521.46484375	9027.326171875	33203.6015625	11644.9736328125	16566.77734375	5272.134765625	35851.66015625	24447.55859375	17634.689453125	2131.89697265625	19443.234375	5087.28955078125
P08754	50678.203125	17715.765625	11263.626953125	28753.25390625	33276.90625	10260.6044921875	14.751277923583984	NaN	8890.9931640625	6846.603515625	5016.26904296875	9497.7080078125
P08779	51025.34765625	51126.05078125	7409.84619140625	3676.1572265625	95153.5625	39446.3046875	41359	23751.15625	72871.28125	125779.78125	10740.865234375	26873.69140625
P08865	35814.7890625	47488.96484375	29033.458984375	18428.103515625	25302.2421875	37627.92578125	24462.5546875	35680.8671875	37620.015625	37836.0546875	28237.60546875	22998.41796875
P09001	16489.640625	56269.62890625	31038.560546875	38835.609375	15899.873046875	48439.09375	22281.015625	36338.53515625	2797.93994140625	33518.16015625	21150.140625	33701.32421875
P09012	44025.34375	107976.578125	65203.453125	30546.01171875	26104.20703125	45308.609375	26806.56640625	30995.203125	18858.693359375	72090.7265625	27106.84375	38415.66796875
P09110	170870.296875	6502.33447265625	21810	13930.2119140625	170083.75	8103.771484375	27482.982421875	15918.9072265625	187186.34375	2711.3466796875	7605.0908203125	12719.5537109375
P09211	468266.53125	364064.0625	271269.15625	511007.25	541507.375	306044.15625	239949.21875	387395.9375	437564.4375	295495.90625	214549.234375	512925.21875
P09651	89940.125	106314.1953125	74402.3828125	117900.3828125	66570.4921875	60345.3203125	58677.0625	199186.546875	72685.890625	134225.734375	160310.90625	85760.2109375
P09661	56477.234375	135776.46875	71435.140625	46653.58203125	36153.2890625	81938.3125	71871.1640625	43231.2421875	32694.177734375	116306.4453125	44822.8515625	55728.84375
P09874	87933.3046875	38655.75	42759.21484375	48028.703125	95147.0390625	38942.75	42347.08203125	66453.84375	78015.3671875	41312.71484375	139223.484375	44110.734375
P09923	1384.350830078125	680.474609375	1405.180419921875	NaN	689.2196044921875	NaN	34.195472717285156	4874.53564453125	1394.079833984375	NaN	1.6556947231292725	48.97538375854492
P0C0S5;Q71UI9	86073.234375	106399.5234375	102349.875	181346.75	64249.2578125	55041.61328125	46246.9609375	182979.75	79893.3203125	104397.1171875	116016.96875	256831.703125
P0C0S8;Q16777;Q6FI13;Q96KK5;Q99878;Q9BTM1	89234.8359375	202632.046875	212344.4375	505074.25	87315.234375	191468.875	231823.5	425734.4375	72156.1875	273306	214598.484375	591994.4375
P0DMV8;P0DMV9	668086.75	720515.8125	494454.75	660319.3125	776311.8125	688071.875	564486.75	563968.375	714731.5625	672189.625	351439.8125	735462.6875
P10155	1.0812983512878418	5857.3095703125	4211.91162109375	NaN	2.1431565284729004	5762.87939453125	3662.55126953125	NaN	NaN	NaN	6409.54541015625	NaN
P10321	141.42935180664062	12372.984375	7157.5029296875	2.6880927085876465	35257.50390625	9665.57421875	5702.20263671875	3439.8642578125	27914.080078125	9576.6083984375	12329.328125	1184.3109130859375
P10412	139341.34375	36578.875	17833.140625	45864.75390625	88117.5625	30911.587890625	43066.046875	221220.453125	40602.4765625	17507.525390625	60097.78125	92409.234375
P10599	83133.78125	67425.6640625	36420.2890625	51869.8515625	64584.41015625	51340.26953125	25450.740234375	14716.2509765625	91127	12553.2685546875	26639.25	13563.107421875
P10696	16490157	2620112.5	2509970.25	5839139.5	16067743	1593861.75	2489120.25	4244417	17734066	1842642.25	1731424.625	9262595
P10909	1.1635067462921143	NaN	599.8707885742188	2.1912453174591064	1329.37548828125	752.2879028320312	1.952103614807129	1.8997865915298462	2.250253915786743	2.508435010910034	1.2575002908706665	2.441941261291504
P11021	376341.21875	278315.09375	206111.953125	223653.171875	353527.4375	235305.328125	223862.5625	279670.1875	355652	284601.1875	218101.6875	261001.015625
P11166	885833	137364.015625	163082.6875	218134.8125	584364.75	103119.8359375	143459	180961.296875	438559.0625	128670.0390625	130329.78125	200815.0625
P11169	108937.3515625	13226.2685546875	49726.05859375	61647.76171875	97025.6171875	28844.7421875	42283.94140625	32867.99609375	83134.8359375	28477.544921875	74662.8984375	14374.9111328125
P11216	11489.3994140625	8415.9912109375	10582.779296875	22567.36328125	10346.23828125	12520.1904296875	8105.87744140625	4713.9091796875	3287.886962890625	36415.87890625	14998.57421875	62419.5625
P11234	14403.689453125	1907.390380859375	6833.79052734375	NaN	5963.72705078125	4564.49560546875	6950.48974609375	NaN	8873.201171875	3077.87451171875	4592.302734375	NaN
